Id,SalePrice
1461,129160.37096946647
1462,162622.8966805713
1463,190848.89912789938
1464,180874.48099218679
1465,191065.20761777184
1466,178542.16870175663
1467,168293.0904674935
1468,173316.83983721532
1469,183993.12865168645
1470,128110.95574363001
1471,201900.65881310066
1472,90287.55668929793
1473,93067.38812278588
1474,147539.21415451082
1475,124091.52211446922
1476,378864.0846347102
1477,247774.6737393828
1478,299366.30437769135
1479,266887.2708688161
1480,467781.3213324679
1481,332324.9343815106
1482,202143.27751090363
1483,163102.02518078894
1484,170026.38548129908
1485,172106.31021079072
1486,197756.22167062573
1487,340465.6912409807
1488,238891.79985535043
1489,197826.49697785106
1490,215154.5369492276
1491,189598.4137816215
1492,95197.67941816933
1493,173252.16407907943
1494,282670.54982210486
1495,287168.37610249064
1496,221212.10701836846
1497,181825.44813809838
1498,164128.97528376346
1499,161065.55148748783
1500,161035.45163104835
1501,167132.7086584479
1502,159517.0709378686
1503,297913.06753744086
1504,236332.17791851188
1505,227369.2192934608
1506,176377.2250625481
1507,234924.04525499936
1508,208868.35857366706
1509,161061.74832787795
1510,147053.4171272044
1511,145751.14153391993
1512,178770.05946513647
1513,137561.1112544087
1514,165457.24779554817
1515,193533.03392771454
1516,153687.17411877745
1517,162425.3236728275
1518,125166.07416734232
1519,216909.89036490815
1520,134252.8203300059
1521,134850.98404898122
1522,163184.60549335185
1523,107817.96923458244
1524,120880.20586020348
1525,130929.70077818587
1526,116245.27732649005
1527,108571.62032347654
1528,133695.89137307616
1529,149716.00866962736
1530,161690.83702215078
1531,112373.22355794926
1532,104465.73802681894
1533,150232.39708376213
1534,116917.77015955545
1535,156147.26513244127
1536,118487.87814158668
1537,62730.52942297071
1538,180907.9244056164
1539,213603.47442277087
1540,105958.024933233
1541,142844.91540964335
1542,148402.6543450413
1543,222116.7596265657
1544,94389.47249817822
1545,113565.56040449656
1546,126286.91565701726
1547,134623.02643674533
1548,130367.93072847741
1549,114840.346831535
1550,141365.7494211852
1551,116496.16741536523
1552,123174.36756205712
1553,145622.08520900187
1554,114211.89817981754
1555,157278.57233467267
1556,82098.45339843907
1557,112634.32382249701
1558,104564.54653919932
1559,116973.52198919246
1560,156729.39090361068
1561,118946.0956468687
1562,126151.52038198874
1563,126062.20686071299
1564,170570.01517320782
1565,149529.0449124757
1566,231527.5977337997
1567,66650.40237914743
1568,232703.77256663982
1569,142160.8637693567
1570,135489.45772830345
1571,124436.28885776362
1572,147748.8869406839
1573,254200.64703648156
1574,112893.55318876775
1575,210128.47490693317
1576,224114.14189386065
1577,185420.03688646777
1578,147437.32666294664
1579,148265.7805729546
1580,189191.53463759102
1581,156906.10579935717
1582,130685.63388692954
1583,353735.30683401704
1584,230280.62749512875
1585,142994.51850076954
1586,64913.371745937206
1587,105961.63175180295
1588,161851.74219623723
1589,106075.04046760195
1590,127416.92711247008
1591,107234.41806873065
1592,145389.0514310661
1593,119951.41187779557
1594,136795.422669048
1595,105491.2714448459
1596,236851.22190042966
1597,194294.6447772926
1598,191705.53477234056
1599,190389.83628264474
1600,170758.32369907535
1601,64205.94693679571
1602,123083.64455347233
1603,103147.3321808828
1604,282966.4297918509
1605,244937.0534100469
1606,168273.95351668514
1607,150113.30478776665
1608,202617.22238847901
1609,175626.11033357566
1610,150062.98291323602
1611,142081.79885728264
1612,178843.21117269964
1613,156882.75939793527
1614,124618.60219424505
1615,87735.89748896175
1616,69115.92431112373
1617,86745.71402159275
1618,120000.58030517564
1619,135552.95957335338
1620,152867.0856562605
1621,134745.94290545362
1622,143329.09260426761
1623,319224.14642520837
1624,217199.54963165804
1625,122512.36096872875
1626,156038.82887332904
1627,182124.12220766224
1628,267920.6320414789
1629,171572.90003031617
1630,398477.22085318604
1631,211340.40169096534
1632,243533.93094116054
1633,163061.8081917448
1634,184852.8760767812
1635,176241.50103038442
1636,158366.29871478872
1637,201385.63913625875
1638,193956.21861161356
1639,169303.98404055086
1640,279004.55378502485
1641,170916.0780513083
1642,237657.26699693792
1643,228074.37128424947
1644,243277.07593065748
1645,201599.23234851926
1646,160436.21749228545
1647,155115.92643621718
1648,127853.46607256898
1649,137661.60057032658
1650,118331.46008572773
1651,122660.18780096612
1652,92364.09968053518
1653,107783.15533907754
1654,154038.4914903658
1655,136526.94242433517
1656,148808.85889662625
1657,153321.11378453465
1658,153696.62214761955
1659,126216.9522346587
1660,151652.81041514679
1661,466229.2407272924
1662,400903.05911099026
1663,346351.8110185752
1664,508602.08046952967
1665,298989.59764332057
1666,344456.67724467313
1667,362685.83993392787
1668,326585.7436081584
1669,309851.10033454356
1670,321015.1108222988
1671,274550.5693777566
1672,497876.3191594888
1673,281768.6561749179
1674,252447.17690340462
1675,193198.02470249814
1676,196706.98056782197
1677,218031.3230476512
1678,499569.5866342651
1679,405737.173231521
1680,327354.07359590265
1681,231574.28988221742
1682,315460.23071112076
1683,179069.36217307768
1684,164595.7506441391
1685,172681.1409889941
1686,165416.95636710618
1687,160106.96487805617
1688,192955.64412006154
1689,184537.038252833
1690,184984.26361570237
1691,176279.86565974043
1692,265549.97084653215
1693,161774.9740852812
1694,181707.65630392203
1695,170756.42302345156
1696,280335.1942838499
1697,174634.1837086709
1698,384386.14804705646
1699,312628.32161411864
1700,221916.8154917422
1701,256346.5838516504
1702,244550.93999304375
1703,239294.19043688386
1704,295686.93638249644
1705,224026.49549010707
1706,507969.20826561545
1707,227778.3777483935
1708,205487.39151009428
1709,259008.51262668206
1710,228882.2102740951
1711,244255.25036450705
1712,242055.99150289645
1713,265492.43981719133
1714,223020.72944372584
1715,204800.82946691435
1716,181281.83140578234
1717,163921.77306892435
1718,132549.6523231057
1719,193309.4203944437
1720,248643.67875380907
1721,154762.1854353887
1722,121196.31931944078
1723,159584.54715842844
1724,215534.361409074
1725,239068.00659939935
1726,197067.26549785936
1727,165790.9943413268
1728,188243.1936196868
1729,168135.25384663686
1730,148817.76644485223
1731,125393.11682389663
1732,133557.05406716248
1733,119848.4193591347
1734,131835.36622356213
1735,135232.03183763297
1736,117105.47964187928
1737,384948.9747923638
1738,210572.52818835646
1739,253852.4364986529
1740,210296.44150088323
1741,177039.8507519872
1742,171128.22516354616
1743,175292.91114026966
1744,276837.8386149614
1745,235853.6534687039
1746,238968.323331512
1747,226452.17925543833
1748,235170.9255897011
1749,161514.86124554893
1750,137043.85580806638
1751,236022.54962480295
1752,126241.76511548499
1753,135481.94810959316
1754,197302.44715499412
1755,179877.16410490265
1756,131527.78564380045
1757,119647.18057461941
1758,155959.28238973083
1759,175636.13050651562
1760,169677.5625496074
1761,133997.96385222502
1762,186574.66508659677
1763,168319.97967885592
1764,125302.84420148312
1765,168197.7576628625
1766,167942.6511337958
1767,231682.7099121684
1768,145286.11380764522
1769,178603.54308572813
1770,151609.37569944942
1771,132371.9935948727
1772,140900.75707699073
1773,144218.01167661962
1774,132352.33044329527
1775,139564.85500139714
1776,135394.0481788051
1777,108106.95740887351
1778,137653.06932657145
1779,113025.17924155829
1780,160861.24623121068
1781,133130.77188971158
1782,76202.35928123229
1783,153625.15155942886
1784,115819.6107226474
1785,119760.63864187198
1786,141636.4231501836
1787,169863.92771629366
1788,54691.90852568572
1789,100218.5894583357
1790,69237.5289752062
1791,167257.59635407536
1792,161935.28791866536
1793,129418.39412892445
1794,143771.77584686503
1795,139595.19472531116
1796,124448.28854333112
1797,123120.81701018006
1798,129951.23850071323
1799,118253.13845938316
1800,126872.85744706448
1801,133180.86530748472
1802,134370.33951940972
1803,146886.69388932877
1804,146217.0077416151
1805,135121.1351041149
1806,129874.07886947159
1807,125058.44664622842
1808,120883.34450613192
1809,113375.28556219419
1810,145213.56243318718
1811,99444.33631213632
1812,107433.12030903302
1813,120908.32950777918
1814,95647.00545000177
1815,54624.91324200655
1816,103690.86748575172
1817,117504.3927896442
1818,160541.08120593126
1819,120863.23821124656
1820,65654.7657261325
1821,113142.4942623431
1822,154364.46636770852
1823,61327.78832974277
1824,138301.62590400447
1825,137874.56946844704
1826,107767.37138552862
1827,103857.7465940981
1828,132893.99515152382
1829,109028.11287411697
1830,132629.60574198462
1831,141036.82943555404
1832,93688.91002914903
1833,137391.0276945034
1834,130913.16973992331
1835,126683.84212926614
1836,119972.18909197746
1837,88614.20433761613
1838,139143.05634290297
1839,100489.43267107954
1840,167074.70045202613
1841,157941.99887022175
1842,72140.19552948797
1843,140574.93277730985
1844,140288.7491155014
1845,136918.43770721005
1846,157492.86639966455
1847,158826.6928253626
1848,65248.218452946014
1849,112455.30460655616
1850,121579.98313692084
1851,151661.67970896704
1852,138494.28388291405
1853,133586.74252029302
1854,159803.6513444126
1855,144357.45861025542
1856,212397.52762986565
1857,143846.39362076198
1858,128715.75834921066
1859,110552.12957216219
1860,163823.97226533023
1861,113717.12747268639
1862,310957.0832676424
1863,303798.1053235357
1864,303798.1053235357
1865,328588.5450238996
1866,328819.8788405912
1867,236867.98874097684
1868,308883.32346217526
1869,214256.11681405283
1870,221429.45628050488
1871,264321.6054749094
1872,169923.88647741292
1873,249865.36808193414
1874,139042.36096022892
1875,196031.53090930736
1876,196348.09894945365
1877,212976.73218749044
1878,202962.7060619547
1879,130878.91955169242
1880,134920.73175697215
1881,255386.0765813648
1882,262411.93993391964
1883,198902.07198321694
1884,216995.13856710665
1885,241979.77382238317
1886,312201.3010754751
1887,204712.87166525013
1888,284904.7140461549
1889,165407.4362279459
1890,133382.44548444485
1891,138045.83153299763
1892,108279.27198862824
1893,130640.52754197648
1894,126316.37353015623
1895,143163.7191184343
1896,125578.44634896379
1897,124173.98084458684
1898,111108.1073867372
1899,152461.80386654465
1900,149193.89054873053
1901,170807.7210218432
1902,148604.52710199836
1903,247212.80995668587
1904,149235.54153129872
1905,188985.08547757086
1906,164626.35560099932
1907,222654.25173302938
1908,106002.63356531596
1909,127933.54186949269
1910,124051.56148491852
1911,195631.82266987892
1912,261600.39946108178
1913,154620.78445562065
1914,63727.93380417681
1915,363851.62120191334
1916,61368.0976190757
1917,249642.9058463307
1918,141144.1353596443
1919,169682.89040661074
1920,142312.260350453
1921,426762.8250527566
1922,301816.3212377666
1923,220217.79807362246
1924,249148.37752156504
1925,201568.08723317087
1926,392453.972296922
1927,143447.74926370004
1928,149824.22270406896
1929,129528.20685130887
1930,138966.61932855583
1931,145272.45226432045
1932,137059.7882366574
1933,166980.63697279574
1934,171521.31175649175
1935,171571.84937700725
1936,186933.43643120103
1937,185325.87968896274
1938,160784.90050202655
1939,256567.2343138314
1940,190601.10136391857
1941,173883.02832075834
1942,193811.35845622618
1943,194848.9330029885
1944,354096.56543294905
1945,384906.5015924102
1946,148927.2600213062
1947,330197.52763937524
1948,170079.1541014121
1949,267368.8639270279
1950,176899.99386171217
1951,280079.661029804
1952,243748.56183730665
1953,188175.9199693877
1954,173949.422188817
1955,134415.5073280216
1956,285023.89701837633
1957,147780.87595705604
1958,301205.6729926278
1959,139672.24425640312
1960,113246.13292644227
1961,122261.1834841484
1962,90714.67816858354
1963,102589.95599193746
1964,107909.040605711
1965,152041.60651609718
1966,143527.97143979627
1967,287517.69840603665
1968,485513.17873221624
1969,374718.546418426
1970,493929.0620332544
1971,420958.7996253858
1972,357731.94562426093
1973,258112.31135043627
1974,323844.51098721003
1975,516571.9230141323
1976,256053.76993173402
1977,366191.0933471554
1978,393293.696131079
1979,326839.40194255195
1980,192346.447561966
1981,309936.60710903595
1982,225289.6917273113
1983,202963.8972703268
1984,164928.2931583888
1985,224642.55452415344
1986,197086.72475941447
1987,180456.520662431
1988,176701.85924415602
1989,195060.3647504934
1990,208907.86201665323
1991,234561.4164763343
1992,216446.8212616057
1993,170370.9064172265
1994,239673.57893082427
1995,178613.00378420032
1996,237576.2456163324
1997,297817.60914512625
1998,382909.2548074103
1999,259847.7336799323
2000,304495.55139722995
2001,245433.1245803989
2002,244275.7240813926
2003,265520.6142794484
2004,272305.033720243
2005,219642.7227244262
2006,231828.64213637344
2007,242678.7942587591
2008,203005.73043918988
2009,200074.3168235508
2010,185498.1019524476
2011,138927.63886144455
2012,173700.08577576664
2013,185180.6490955882
2014,190498.89765290223
2015,209525.68653671813
2016,194229.27703883007
2017,202726.88268171108
2018,126330.09390020506
2019,136185.23166649268
2020,110727.51888181614
2021,108511.25697517015
2022,164664.13385328988
2023,166720.34165264992
2024,246202.33021540835
2025,393366.85358795716
2026,169786.03421391468
2027,155095.09419003973
2028,154973.29080621136
2029,175168.89269059125
2030,289367.37142609997
2031,230498.0087728917
2032,288910.54262136406
2033,283176.6955885279
2034,170933.58297045337
2035,209492.92949860584
2036,183941.44367726485
2037,188849.71018130536
2038,318568.1280680763
2039,214333.90709559794
2040,363570.55466203036
2041,274796.9013435133
2042,195578.03915640851
2043,167289.43026900745
2044,148486.1993220749
2045,231454.72623099628
2046,139442.04075203676
2047,148983.12262219796
2048,131590.36729369336
2049,128100.45335903858
2050,199388.96745435806
2051,100853.28912151209
2052,120797.87612447505
2053,152416.5299524176
2054,87314.85949889803
2055,150046.13406900063
2056,137673.23962546882
2057,131549.34515981213
2058,238371.72696942298
2059,142164.91420091927
2060,164938.91371082078
2061,155841.89422654046
2062,131506.1917321256
2063,117941.74609509327
2064,143276.84269770226
2065,133793.67644850246
2066,163772.15437932775
2067,109390.52439847532
2068,128113.64490858481
2069,81214.33124710989
2070,118341.30060866158
2071,90924.89654647771
2072,126689.62955880954
2073,138691.35711786852
2074,173555.3578395376
2075,148098.71067838478
2076,110929.8515169376
2077,167999.49305198656
2078,128324.20445625481
2079,139761.78141764272
2080,116685.14266163632
2081,129693.92807427052
2082,126577.50003787396
2083,152637.3666654153
2084,107403.22692527405
2085,123366.09203494969
2086,112819.11801955846
2087,126420.79862882251
2088,94220.46140184085
2089,72826.17226778466
2090,134371.2810672218
2091,124609.56370420525
2092,110835.98565901686
2093,123391.75624087943
2094,105574.88172670054
2095,156030.383053779
2096,81101.80529010759
2097,97011.1007142821
2098,136198.46049933496
2099,52656.19014193864
2100,96558.90204167929
2101,117644.83154022355
2102,125825.53070611221
2103,103667.59502762246
2104,118659.77138132631
2105,122593.27333906578
2106,73520.4829998854
2107,210858.22094260767
2108,114553.74548847799
2109,106103.09736172686
2110,133209.22940987718
2111,149666.86776468443
2112,135180.1714040725
2113,125928.09988176802
2114,107669.58029160004
2115,161590.88247924697
2116,120358.00990810356
2117,151334.39705212807
2118,129832.6384930195
2119,112669.75533725956
2120,117054.52249510413
2121,90694.02916864281
2122,113749.97057827059
2123,82824.26360005446
2124,178415.48688364623
2125,113519.01383535373
2126,156494.46639632678
2127,158603.9641153838
2128,135780.0266427848
2129,99719.19105927483
2130,147689.22762928178
2131,135481.2059634395
2132,112437.87068192428
2133,123220.77701984532
2134,126554.86840305195
2135,86673.69753533001
2136,79343.91865981759
2137,120965.01836308833
2138,132935.94147549634
2139,156558.21281097046
2140,144264.32351487826
2141,140282.73385331506
2142,134122.97573836197
2143,146805.36498981068
2144,120695.21913792817
2145,135754.4301769883
2146,157605.5393581228
2147,124239.68187172241
2148,138048.15607552766
2149,148533.77342075366
2150,239283.28574620484
2151,115235.20969935654
2152,165993.4888131281
2153,166390.25874064077
2154,105126.72371756006
2155,129679.76887259366
2156,250615.0815564878
2157,234626.96028589603
2158,250343.47528565009
2159,194176.97309201476
2160,166478.0348498811
2161,247046.85589226725
2162,464376.1087643987
2163,345528.86851817253
2164,242899.14255306323
2165,200165.29824993262
2166,147756.7425301711
2167,216688.037504217
2168,206286.43955033392
2169,195137.66376078478
2170,226380.65491425648
2171,151780.83236724985
2172,134121.8640854352
2173,160146.6541221618
2174,225767.27594908117
2175,284765.72390168713
2176,354859.8169508937
2177,241049.4709038145
2178,196073.75508288792
2179,141305.65995063403
2180,218106.11447029575
2181,189089.0104848772
2182,230712.4536354345
2183,195811.1807318623
2184,138556.15647468314
2185,129938.68094616338
2186,143447.7363641402
2187,145316.06741617885
2188,149158.11177582943
2189,188364.34777134407
2190,88834.56314545966
2191,89836.28130857098
2192,82712.82987760483
2193,86497.4882475532
2194,103692.43086234204
2195,116023.90650370755
2196,103445.51509311257
2197,121488.54818003131
2198,165216.30867814072
2199,196369.605842879
2200,145242.2586544278
2201,137684.70846845207
2202,206719.77592088413
2203,138536.6448585666
2204,179102.6752242637
2205,115052.88506710925
2206,151598.96606284898
2207,214325.17346961336
2208,238499.19307380443
2209,241415.5651771987
2210,116883.96291878476
2211,116550.65156255926
2212,116853.72965024553
2213,105532.29803225574
2214,122523.63308433558
2215,106798.76152539511
2216,133582.82010435686
2217,56982.55512108417
2218,84458.89276000176
2219,77038.30039585463
2220,77145.86637920805
2221,358217.29887585924
2222,242775.64868215978
2223,276549.1939500218
2224,196765.93201612367
2225,122740.73538749166
2226,157129.50447521737
2227,207175.21015389205
2228,285326.8759217875
2229,237935.14187938411
2230,151973.04664846626
2231,204171.73491371496
2232,164721.65182201972
2233,183731.3211501151
2234,231479.25744852953
2235,199292.08403823662
2236,262586.08152481465
2237,347634.1629226783
2238,198920.43982272135
2239,117627.2319180002
2240,161771.13858005402
2241,161130.02046126343
2242,129196.5404992788
2243,130470.89414050682
2244,112034.90915411552
2245,99863.68120701308
2246,141721.20941169985
2247,121972.33421796534
2248,121934.13677522626
2249,122890.62060064882
2250,139930.20330206084
2251,124188.23084024314
2252,178109.58646444487
2253,154685.97467271873
2254,171117.94681328483
2255,188029.8091160917
2256,176915.5774518396
2257,188932.38180131564
2258,163231.81132418755
2259,182114.40446027135
2260,146383.07339274223
2261,185114.5053123389
2262,202901.50195445385
2263,359417.8622240668
2264,447817.7561675289
2265,170874.90231167665
2266,320412.61548342096
2267,353387.81444521184
2268,378060.77415052964
2269,140746.42499474864
2270,177009.88578823043
2271,238951.08770352323
2272,195434.75693066113
2273,168048.65346451546
2274,177690.24080506415
2275,171049.02526852756
2276,201279.32931999257
2277,176155.2367316855
2278,146779.6805577913
2279,130288.19293392863
2280,118741.72140298627
2281,175615.26579535534
2282,187764.26651047863
2283,115312.62011881621
2284,113745.19140592768
2285,139686.6602651483
2286,124028.47533792247
2287,356444.3257133848
2288,284809.0629954561
2289,414256.6123917245
2290,446896.8088996532
2291,319474.20608440036
2292,392708.4484905599
2293,506963.1154824071
2294,406779.9116817214
2295,454753.2121913388
2296,269337.8060681758
2297,327597.73206843925
2298,308804.92699465854
2299,414815.8046647013
2300,343417.036203463
2301,266056.64494051936
2302,234310.11257299595
2303,238702.41705084604
2304,243261.54600348504
2305,189103.50302516425
2306,184218.00542721956
2307,194347.32126700025
2308,221519.38834020638
2309,293310.589799269
2310,210325.86751725036
2311,200595.6720568279
2312,182433.05949348112
2313,176421.21064007306
2314,165795.1221762969
2315,172561.85489352385
2316,173386.36796802183
2317,183355.60204698387
2318,184508.59236668405
2319,177667.83966962332
2320,181338.25418702283
2321,251229.71952187546
2322,167394.23940364498
2323,180651.6821238263
2324,165815.4404415585
2325,217633.53537204856
2326,173927.315445572
2327,211645.37930903435
2328,232222.806357789
2329,183853.7583670289
2330,172714.49136293298
2331,353334.38220778125
2332,440110.0605093043
2333,326432.11700345605
2334,239777.51913700314
2335,281288.0225324882
2336,331214.6880196898
2337,217347.89262994245
2338,280083.32095445064
2339,223597.11578448376
2340,384161.5921892239
2341,241082.980736982
2342,244742.4851876072
2343,229643.97566482285
2344,221889.0237660715
2345,242483.12261942576
2346,220976.59943779823
2347,205579.68040569028
2348,240712.45828024758
2349,178063.8052838897
2350,281456.936711497
2351,250220.9333121496
2352,249593.28240635805
2353,216067.4038671127
2354,130181.33877139015
2355,140411.89700851036
2356,155669.61747964972
2357,195153.8800029235
2358,200619.1186630614
2359,123060.62838800422
2360,112812.43454307641
2361,139294.74801163157
2362,286878.56333156856
2363,142436.3432790025
2364,154336.9108645196
2365,238041.82433945732
2366,187849.4504663495
2367,225321.0891718022
2368,219875.30479414476
2369,226702.5355133525
2370,176528.71261377019
2371,173997.43557817428
2372,192304.9526430025
2373,275290.8177574811
2374,306163.4669976627
2375,259229.3118520625
2376,283930.70238799206
2377,400609.5803332838
2378,135773.61466043416
2379,173725.82172892021
2380,143231.31673691887
2381,168187.58605590297
2382,175710.95648383457
2383,206360.94813475994
2384,232613.63805716138
2385,158674.69232026243
2386,136276.2429813124
2387,135228.5784338447
2388,101624.3081148173
2389,127820.2324547605
2390,150300.37579499034
2391,146273.13297825356
2392,110484.38351503504
2393,161124.57928427722
2394,151490.92702301926
2395,209665.16901297026
2396,153973.7009736446
2397,238098.93303642125
2398,114859.15861116897
2399,57642.66701657952
2400,55690.379562846894
2401,120223.35121738022
2402,142702.40554070697
2403,127408.62227406878
2404,156575.10797968128
2405,159141.26512094468
2406,140509.8934127286
2407,128024.96609915621
2408,142626.80755899954
2409,124699.95220795869
2410,174563.95629257782
2411,115754.27649248281
2412,162352.4545571579
2413,129441.02267614358
2414,144393.9282434045
2415,128853.93567491422
2416,130621.19365670375
2417,140622.49296189952
2418,132156.98417406683
2419,115227.03080446395
2420,124684.39373466352
2421,142512.99819456003
2422,117914.38783347872
2423,122733.78520231193
2424,157453.0300504606
2425,215283.74614308443
2426,126293.60711704449
2427,145129.5579465785
2428,170560.24980462913
2429,113838.3969821141
2430,130667.2087171697
2431,95238.62726410109
2432,145759.1881143767
2433,142439.7224102138
2434,142037.99145274243
2435,150192.71420531455
2436,106949.95643085062
2437,112295.45080106368
2438,128615.26442169095
2439,118861.11056771789
2440,122529.46494548286
2441,94706.06704618061
2442,99110.36196808539
2443,115900.90118584584
2444,128008.44177423781
2445,89748.82782918347
2446,124706.34476476283
2447,190544.32754415416
2448,139511.62927548535
2449,118349.19347514502
2450,167050.55234643866
2451,115427.77695677752
2452,212585.67713913094
2453,94293.53243654185
2454,110432.56972445863
2455,110957.96722891284
